상호명,업종중분류명,업종소분류명,표준산업분류명,행정동명,위도,경도,합친데이터,네이버키워드,naver_store_url,store_address
한솥도시락서울신학대점,패스트푸드,도시락전문점,한식 음식점업,소사본동,37.4813116161099,126.792650689737,패스트푸드도시락전문점한식 음식점업,소사본동%20한솥도시락서울신학대점,https://m.place.naver.com/restaurant/13376437,경기 부천시 호현로489번길 6
김밥천국,분식,라면김밥분식,분식 및 김밥 전문점,소사본동,37.4726169578384,126.794452435979,분식라면김밥분식분식 및 김밥 전문점,소사본동%20김밥천국,https://m.place.naver.com/restaurant/19258388,경기 부천시 호현로 495
김밥마을,분식,라면김밥분식,분식 및 김밥 전문점,소사본동,37.4808292908144,126.792183579964,분식라면김밥분식분식 및 김밥 전문점,소사본동%20김밥마을,https://m.place.naver.com/restaurant/19438177,경기 부천시 호현로489번길 20
59피자,패스트푸드,패스트푸드,그외 기타 음식점업,소사본동,37.481537069935,126.792669674956,패스트푸드패스트푸드그외 기타 음식점업,소사본동%2059피자,https://m.place.naver.com/restaurant/15006696,경기 부천시 은성로 83-1
지리산솥뚜껑암돼지,한식,갈비/삼겹살,한식 음식점업,소사본동,37.4750736132563,126.795023475585,한식갈비/삼겹살한식 음식점업,소사본동%20지리산솥뚜껑암돼지,https://m.place.naver.com/restaurant/1502032101,경기 부천시 은성로 40 1층
호원냉면&수제돈가스,양식,돈가스전문점,서양식 음식점업,소사본동,37.4776799597498,126.795252968427,양식돈가스전문점서양식 음식점업,소사본동%20호원냉면&수제돈가스,https://m.place.naver.com/restaurant/37700640,경기 부천시 소사로 217
오미청국장,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4750584927927,126.79442452236,한식한식/백반/한정식한식 음식점업,소사본동%20오미청국장,https://m.place.naver.com/restaurant/31824962,경기 부천시 은성로 34-1
show,별식/퓨전요리,샤브샤브전문,한식 음식점업,소사본동,37.4818210660789,126.794892505889,별식/퓨전요리샤브샤브전문한식 음식점업,소사본동%20show,https://m.place.naver.com/restaurant/15005272,경기 부천시 소삼로 26
자매분식,분식,라면김밥분식,분식 및 김밥 전문점,소사본동,37.4815826756076,126.790961649758,분식라면김밥분식분식 및 김밥 전문점,소사본동%20자매분식,https://m.place.naver.com/restaurant/31729346,경기 부천시 부일로571번길 45-1
토암골옛날막창,한식,곱창/양구이전문,한식 음식점업,소사본동,37.4766438179834,126.795258297063,한식곱창/양구이전문한식 음식점업,소사본동%20토암골옛날막창,https://m.place.naver.com/restaurant/1360727318,경기 부천시 부일로562번길 4
꾸브라꼬숯불두마리치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4740782561954,126.798148452622,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20꾸브라꼬숯불두마리치킨,https://m.place.naver.com/restaurant/1617847608,경기 부천시 은성로68번길 26 1층
피자마루,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동,37.4805062334134,126.791431251312,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동%20피자마루,https://m.place.naver.com/restaurant/32637102,경기 부천시 호현로489번길 38
예찬솥밥추어탕,한식,추어탕전문,한식 음식점업,소사본동,37.4790656242535,126.793297363094,한식추어탕전문한식 음식점업,소사본동%20예찬솥밥추어탕,https://m.place.naver.com/restaurant/1405710770,경기 부천시 소삼로 1
소문난밥집,분식,라면김밥분식,분식 및 김밥 전문점,소사본동,37.4801538395085,126.794862751778,분식라면김밥분식분식 및 김밥 전문점,소사본동%20소문난밥집,https://m.place.naver.com/restaurant/1092501825,경기 부천시 소삼로15번길 34-2
스시990,일식/수산물,음식점-초밥전문,일식 음식점업,소사본동,37.4808864642793,126.79248793406,일식/수산물음식점-초밥전문일식 음식점업,소사본동%20스시990,https://m.place.naver.com/restaurant/13486894,경기 부천시 호현로489번길 13
향기커피호프,유흥주점,호프/맥주,기타 주점업,소사본동,37.4813116161099,126.792650689737,유흥주점호프/맥주기타 주점업,소사본동%20향기커피호프,https://m.place.naver.com/restaurant/1108383015,경기 부천시 호현로489번길 6
피제이피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동,37.4725626416515,126.79885103547,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동%20피제이피자,https://m.place.naver.com/restaurant/1441189969,경기 부천시 지봉로 73 1층 피제이피자
삼거리순대국식당,별식/퓨전요리,순대전문점,한식 음식점업,소사본동,37.4778780647771,126.792592875785,별식/퓨전요리순대전문점한식 음식점업,소사본동%20삼거리순대국식당,https://m.place.naver.com/restaurant/31619815,경기 부천시 호현로 477
비어클럽,유흥주점,호프/맥주,기타 주점업,소사본동,37.4753270160394,126.795132463135,유흥주점호프/맥주기타 주점업,소사본동%20비어클럽,https://m.place.naver.com/restaurant/37321567,경기 부천시 은성로 39-1
대보회수산,일식/수산물,수산물전문음식점-종합,한식 음식점업,소사본동,37.478787135234,126.795144743451,일식/수산물수산물전문음식점-종합한식 음식점업,소사본동%20대보회수산,https://m.place.naver.com/restaurant/37320879,경기 부천시 소삼로 19
도레미호프타운,유흥주점,호프/맥주,기타 주점업,소사본동,37.4753077301081,126.795008410917,유흥주점호프/맥주기타 주점업,소사본동%20도레미호프타운,https://m.place.naver.com/restaurant/21162427,경기 부천시 은성로 39
부길왕갈비,한식,갈비/삼겹살,한식 음식점업,소사본동,37.4810384602959,126.792372423084,한식갈비/삼겹살한식 음식점업,소사본동%20부길왕갈비,https://m.place.naver.com/restaurant/19258985,경기 부천시 호현로489번길 14
파리바게뜨,제과제빵떡케익,제과점,제과점업,소사본동,37.4811515350006,126.792856782686,제과제빵떡케익제과점제과점업,소사본동%20파리바게뜨,https://m.place.naver.com/restaurant/19258625,경기 부천시 소사동로 82 센트럴프라자 105호
픽미픽미아이스,패스트푸드,아이스크림판매,제과점업,소사본동,37.4815241341814,126.793167371642,패스트푸드아이스크림판매제과점업,소사본동%20픽미픽미아이스,https://m.place.naver.com/restaurant/1590531154,경기 부천시 부흥로457번길 6 1층
화오양꼬치,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4798521477776,126.795319849614,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20화오양꼬치,https://m.place.naver.com/restaurant/1378383248,경기 부천시 소사로 239-1
비어비워,유흥주점,호프/맥주,기타 주점업,소사본동,37.480077278195,126.793541139571,유흥주점호프/맥주기타 주점업,소사본동%20비어비워,https://m.place.naver.com/restaurant/1964373402,경기 부천시 호현로 476
도로시,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4797188060013,126.797266672132,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20도로시,https://m.place.naver.com/restaurant/35850828,경기 부천시 소삼로 47-1 부천소사역 푸르지오 상가
충남원,중식,중국음식/중국집,중식 음식점업,소사본동,37.4753160661501,126.792294927648,중식중국음식/중국집중식 음식점업,소사본동%20충남원,https://m.place.naver.com/restaurant/1962498384,경기 부천시 은성로 15 166-8
달구벌곱창막창,한식,곱창/양구이전문,한식 음식점업,소사본동,37.4703158386826,126.795879894394,한식곱창/양구이전문한식 음식점업,소사본동%20달구벌곱창막창,https://m.place.naver.com/restaurant/1063594290,경기 부천시 소사로 135
두꺼비포차,유흥주점,호프/맥주,기타 주점업,소사본동,37.4787585128488,126.793223158888,유흥주점호프/맥주기타 주점업,소사본동%20두꺼비포차,https://m.place.naver.com/restaurant/1747514524,경기 부천시 호현로 473
양우포차,유흥주점,호프/맥주,기타 주점업,소사본동,37.4824450834381,126.796001846068,유흥주점호프/맥주기타 주점업,소사본동%20양우포차,https://m.place.naver.com/restaurant/37319539,경기 부천시 소사로126번길 23
옛날짜장우동,중식,중국음식/중국집,중식 음식점업,소사본동,37.4764100469269,126.795307273152,중식중국음식/중국집중식 음식점업,소사본동%20옛날짜장우동,https://m.place.naver.com/restaurant/1402229098,경기 부천시 소사로 203
호커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.481092393617,126.794124061413,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20호커피,https://m.place.naver.com/restaurant/37069466,경기 부천시 경인옛로22번길 8
할머니집,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4811832961624,126.792437930975,한식한식/백반/한정식한식 음식점업,소사본동%20할머니집,https://m.place.naver.com/restaurant/21164942,경기 부천시 호현로489번길 10
종로떡,제과제빵떡케익,떡전문,제과점업,소사본동,37.4794168503163,126.794162295335,제과제빵떡케익떡전문제과점업,소사본동%20종로떡,https://m.place.naver.com/restaurant/1472297575,경기 부천시 소사로170번길 62
시리우스호프,유흥주점,호프/맥주,기타 주점업,소사본동,37.4701722715909,126.795938721739,유흥주점호프/맥주기타 주점업,소사본동%20시리우스호프,https://m.place.naver.com/restaurant/1654055932,경기 부천시 부광로8번길 6
이디야커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4707188216644,126.795636026101,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20이디야커피,https://m.place.naver.com/restaurant/1859138563,경기 부천시 소사로282번길 8
병천토부리순대,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4815724124053,126.792601266861,한식한식/백반/한정식한식 음식점업,소사본동%20병천토부리순대,https://m.place.naver.com/restaurant/38503432,경기 부천시 호현로 493
여우고개맛,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4778632811685,126.792909681811,한식한식/백반/한정식한식 음식점업,소사본동%20여우고개맛,https://m.place.naver.com/restaurant/1846729442,경기 부천시 호현로 448-1
페리카나,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4722294420888,126.795329157566,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20페리카나,https://m.place.naver.com/restaurant/11800334,경기 부천시 소사로160번길 26-2
또오래오리전문점,닭/오리요리,오리고기전문,한식 음식점업,소사본동,37.4800563547344,126.79856149082,닭/오리요리오리고기전문한식 음식점업,소사본동%20또오래오리전문점,https://m.place.naver.com/restaurant/15005492,경기 부천시 소사로247번길 11 1층
깻잎치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4809217692335,126.79594714514,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20깻잎치킨,https://m.place.naver.com/restaurant/1925058319,경기 부천시 소삼로 47
부원분식,분식,라면김밥분식,분식 및 김밥 전문점,소사본동,37.4778858028722,126.792468385182,분식라면김밥분식분식 및 김밥 전문점,소사본동%20부원분식,https://m.place.naver.com/restaurant/37319919,경기 부천시 호현로447번길 6
중화각,중식,중국음식/중국집,중식 음식점업,소사본동,37.4795090018361,126.795246214987,중식중국음식/중국집중식 음식점업,소사본동%20중화각,https://m.place.naver.com/restaurant/13507681,경기 부천시 소사로 237-3
파리바게뜨,제과제빵떡케익,제과점,제과점업,소사본동,37.481974464306,126.793148821515,제과제빵떡케익제과점제과점업,소사본동%20파리바게뜨,https://m.place.naver.com/restaurant/19258625,경기 부천시 소사동로 82 센트럴프라자 105호
더안카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4723556824088,126.795338436524,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20더안카페,https://m.place.naver.com/restaurant/37373390,경기 부천시 소사로 157
요거프레소,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4801521103158,126.791165602833,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20요거프레소,https://m.place.naver.com/restaurant/19426121,경기 부천시 신흥로56번길 30
민물장어산꼼장어전문점,일식/수산물,곰장어전문,한식 음식점업,소사본동,37.4798478639113,126.795783477008,일식/수산물곰장어전문한식 음식점업,소사본동%20민물장어산꼼장어전문점,https://m.place.naver.com/restaurant/1281652860,경기 부천시 신흥로 38 1층 일부
실로암교회카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4759662103164,126.792431439256,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20실로암교회카페,https://m.place.naver.com/restaurant/1138407256,경기 부천시 은성로62번길 13 백암빌딩 101호
사랑방왕돈까스,양식,돈가스전문점,서양식 음식점업,소사본동,37.4799923879122,126.793169395713,양식돈가스전문점서양식 음식점업,소사본동%20사랑방왕돈까스,https://m.place.naver.com/restaurant/1966358552,경기 부천시 호현로 473
마포주먹고기식당,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4776799597498,126.795252968427,한식한식/백반/한정식한식 음식점업,소사본동%20마포주먹고기식당,https://m.place.naver.com/restaurant/15004596,경기 부천시 소사로 217
삼거리순대국식당,별식/퓨전요리,순대전문점,한식 음식점업,소사본동,37.4803983664271,126.793219397924,별식/퓨전요리순대전문점한식 음식점업,소사본동%20삼거리순대국식당,https://m.place.naver.com/restaurant/31619815,경기 부천시 호현로 477
페리카나,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4813772168556,126.793780287697,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20페리카나,https://m.place.naver.com/restaurant/11800334,경기 부천시 소사로160번길 26-2
진미식당,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4823084414856,126.789683607091,한식한식/백반/한정식한식 음식점업,소사본동%20진미식당,https://m.place.naver.com/restaurant/1123230382,경기 부천시 경인로 306-10
커피비,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4807184099082,126.79191401041,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20커피비,https://m.place.naver.com/restaurant/21161456,경기 부천시 호현로489번길 26
소머리국밥,한식,해장국/감자탕,한식 음식점업,소사본동,37.4787946454066,126.794997642932,한식해장국/감자탕한식 음식점업,소사본동%20소머리국밥,https://m.place.naver.com/restaurant/1976952964,경기 부천시 소삼로 30
연탄불생고기,한식,갈비/삼겹살,한식 음식점업,소사본동,37.4737092345631,126.79818827822,한식갈비/삼겹살한식 음식점업,소사본동%20연탄불생고기,https://m.place.naver.com/restaurant/1895950550,경기 부천시 은성로68번길 34
맛나만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,소사본동,37.4783028700418,126.792721713363,분식국수/만두/칼국수분식 및 김밥 전문점,소사본동%20맛나만두,https://m.place.naver.com/restaurant/1335339622,경기 부천시 호현로 453-1
중앙식당,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4791439288071,126.793906638608,한식한식/백반/한정식한식 음식점업,소사본동%20중앙식당,https://m.place.naver.com/restaurant/1614408508,경기 부천시 호현로474번길 24
붐비어,유흥주점,호프/맥주,기타 주점업,소사본동,37.4723521092583,126.79498803337,유흥주점호프/맥주기타 주점업,소사본동%20붐비어,https://m.place.naver.com/restaurant/19258896,경기 부천시 소사로159번길 9
잔치떡집,제과제빵떡케익,제과점,제과점업,소사본동,37.4793976786542,126.794049541044,제과제빵떡케익제과점제과점업,소사본동%20잔치떡집,https://m.place.naver.com/restaurant/37078344,경기 부천시 경인로498번길 26
더벤티,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4678772275675,126.79796512769,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20더벤티,https://m.place.naver.com/restaurant/1196634922,경기 부천시 소사로 102 더벤티 부천소새울역점
카페웬디,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4801763725062,126.791775755006,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20카페웬디,https://m.place.naver.com/restaurant/1920610138,경기 부천시 호현로489번길 31-7
양가네가마솥영양탕,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4809152227547,126.793538972564,한식한식/백반/한정식한식 음식점업,소사본동%20양가네가마솥영양탕,https://m.place.naver.com/restaurant/19258256,경기 부천시 호현로 477
김파퍼베트남쌀국수,양식,기타전문서양음식점,서양식 음식점업,소사본동,37.478138526582,126.797812079821,양식기타전문서양음식점서양식 음식점업,소사본동%20김파퍼베트남쌀국수,https://m.place.naver.com/restaurant/1967909465,경기 부천시 소삼로 46 드림타워
이모네포차,유흥주점,소주방/포장마차,기타 주점업,소사본동,37.4787600138051,126.793370114586,유흥주점소주방/포장마차기타 주점업,소사본동%20이모네포차,https://m.place.naver.com/restaurant/1396847876,경기 부천시 소삼로 4
놀부빈대떡,유흥주점,호프/맥주,기타 주점업,소사본동,37.479661922965,126.795221147148,유흥주점호프/맥주기타 주점업,소사본동%20놀부빈대떡,https://m.place.naver.com/restaurant/21146418,경기 부천시 소사로 239
친구네정육식당,한식,갈비/삼겹살,한식 음식점업,소사본동,37.4769859266599,126.795230193062,한식갈비/삼겹살한식 음식점업,소사본동%20친구네정육식당,https://m.place.naver.com/restaurant/1807177968,경기 부천시 소사로 209-1
명태어장,한식,한정식전문,한식 음식점업,소사본동,37.4734815685108,126.795297754394,한식한정식전문한식 음식점업,소사본동%20명태어장,https://m.place.naver.com/restaurant/1416915616,경기 부천시 소사로 171
사랑채,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4807376992138,126.792038070652,한식한식/백반/한정식한식 음식점업,소사본동%20사랑채,https://m.place.naver.com/restaurant/1860248400,경기 부천시 호현로489번길 22
소소한사치,기타음식업,고속도로휴게소,그외 기타 음식점업,소사본동,37.479964749469,126.795758988475,기타음식업고속도로휴게소그외 기타 음식점업,소사본동%20소소한사치,https://m.place.naver.com/restaurant/1592372044,경기 부천시 호현로 489 1층 카페 소소한사치
카페정담,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4801521103158,126.791165602833,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20카페정담,https://m.place.naver.com/restaurant/1967024146,경기 부천시 호현로489번길 45-1 2층 정담
오가네소머리국밥,한식,해장국/감자탕,한식 음식점업,소사본동,37.4802089482822,126.793199831666,한식해장국/감자탕한식 음식점업,소사본동%20오가네소머리국밥,https://m.place.naver.com/restaurant/1842624903,경기 부천시 호현로 475
소사순대,별식/퓨전요리,순대전문점,한식 음식점업,소사본동,37.4797564198325,126.793885487326,별식/퓨전요리순대전문점한식 음식점업,소사본동%20소사순대,https://m.place.naver.com/restaurant/1886805006,경기 부천시 은성로 66 1층 101호
기분좋은커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4742835939017,126.795307491282,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20기분좋은커피,https://m.place.naver.com/restaurant/1539049144,경기 부천시 소사로 179
영광한식부페,부페,한식부페,한식 음식점업,소사본동,37.4759684942082,126.795303055678,부페한식부페한식 음식점업,소사본동%20영광한식부페,https://m.place.naver.com/restaurant/1407533759,경기 부천시 소사로 174-1
셀렉토커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4807027063418,126.793022293708,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20셀렉토커피,https://m.place.naver.com/restaurant/1223891977,경기 부천시 호현로469번길 25 1층 2층
투썸플레이스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4694974936818,126.796921754161,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20투썸플레이스,https://m.place.naver.com/restaurant/1587830942,경기 부천시 경인로 386
양사부쿵푸짬뽕,중식,중국음식/중국집,중식 음식점업,소사본동,37.4795054278344,126.794895778448,중식중국음식/중국집중식 음식점업,소사본동%20양사부쿵푸짬뽕,https://m.place.naver.com/restaurant/1166112658,경기 부천시 소삼로15번길 18
육회한통닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4805917098673,126.793623319332,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20육회한통닭,https://m.place.naver.com/restaurant/1093339001,경기 부천시 호현로 480 1층
카페노랑,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4816753543575,126.797393601315,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20카페노랑,https://m.place.naver.com/restaurant/1757313670,경기 부천시 경인로 376 부성파인 오피스텔 1층
반올림피자샵,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동,37.4750192253616,126.800304055742,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동%20반올림피자샵,https://m.place.naver.com/restaurant/1456386849,경기 부천시 은성로 86
김밥천국,분식,라면김밥분식,분식 및 김밥 전문점,소사본동,37.481688488404,126.792497639693,분식라면김밥분식분식 및 김밥 전문점,소사본동%20김밥천국,https://m.place.naver.com/restaurant/19258388,경기 부천시 호현로 495
시골즉석손두부,한식,두부요리전문,한식 음식점업,소사본동,37.4794491933674,126.793799975706,한식두부요리전문한식 음식점업,소사본동%20시골즉석손두부,https://m.place.naver.com/restaurant/35949249,경기 부천시 호현로474번길 18
쿠웨이트떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,소사본동,37.469565562371,126.795643225421,분식떡볶이전문분식 및 김밥 전문점,소사본동%20쿠웨이트떡볶이,https://m.place.naver.com/restaurant/1118472800,경기 부천시 소사로125번길 15 1층
Hocoffee,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.481092393617,126.794124061413,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20Hocoffee,https://m.place.naver.com/restaurant/37069466,경기 부천시 경인옛로22번길 8
보원,별식/퓨전요리,사철탕전문,한식 음식점업,소사본동,37.4787254789071,126.793517649691,별식/퓨전요리사철탕전문한식 음식점업,소사본동%20보원,https://m.place.naver.com/restaurant/1030632353,경기 부천시 소삼로 6
시골영양탕,닭/오리요리,삼계탕전문,한식 음식점업,소사본동,37.477032150719,126.792696933483,닭/오리요리삼계탕전문한식 음식점업,소사본동%20시골영양탕,https://m.place.naver.com/restaurant/99282753,경기 부천시 호현로 440-1
시골영양탕,닭/오리요리,삼계탕전문,한식 음식점업,소사본동,37.4805329060055,126.794924501887,닭/오리요리삼계탕전문한식 음식점업,소사본동%20시골영양탕,https://m.place.naver.com/restaurant/99282753,경기 부천시 호현로 440-1
파리바게뜨,제과제빵떡케익,제과점,제과점업,소사본동,37.4796031568722,126.792994755664,제과제빵떡케익제과점제과점업,소사본동%20파리바게뜨,https://m.place.naver.com/restaurant/19258625,경기 부천시 소사동로 82 센트럴프라자 105호
이디야커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4801992366657,126.791368358008,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20이디야커피,https://m.place.naver.com/restaurant/1859138563,경기 부천시 소사로282번길 8
월드대박,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4787600138051,126.793370114586,한식한식/백반/한정식한식 음식점업,소사본동%20월드대박,https://m.place.naver.com/restaurant/1452137309,경기 부천시 소삼로 4
행복한포차,유흥주점,소주방/포장마차,기타 주점업,소사본동,37.4812880239363,126.795635991518,유흥주점소주방/포장마차기타 주점업,소사본동%20행복한포차,https://m.place.naver.com/restaurant/1294807838,경기 부천시 부일로449번길 40
