상호명,업종중분류명,업종소분류명,표준산업분류명,행정동명,위도,경도,합친데이터,네이버키워드,naver_store_url,store_address
빵나라빵마을,제과제빵떡케익,제과점,제과점업,소사본동,37.4796488898273,126.793943747147,제과제빵떡케익제과점제과점업,소사본동%20빵나라빵마을,https://m.place.naver.com/restaurant/1161387627,경기 부천시 호현로474번길 13-2
강호동치킨678,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4797188060013,126.797266672132,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20강호동치킨678,https://m.place.naver.com/restaurant/31215927,경기 부천시 소삼로 47 부천소사역 푸르지오
우정식당,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4805062334134,126.791431251312,한식한식/백반/한정식한식 음식점업,소사본동%20우정식당,https://m.place.naver.com/restaurant/1225254978,경기 부천시 호현로489번길 38
서신분식,분식,라면김밥분식,분식 및 김밥 전문점,소사본동,37.4812715363764,126.792255606514,분식라면김밥분식분식 및 김밥 전문점,소사본동%20서신분식,https://m.place.naver.com/restaurant/15005802,경기 부천시 호현로497번길 20-2
바비큐,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4772388681881,126.795293967661,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20바비큐,https://m.place.naver.com/restaurant/31609052,경기 부천시 소사로 243
시골식당,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4805329060055,126.794924501887,한식한식/백반/한정식한식 음식점업,소사본동%20시골식당,https://m.place.naver.com/restaurant/1849759375,경기 부천시 소사로 257
배진화옛날통닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.471484524033,126.797387327335,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20배진화옛날통닭,https://m.place.naver.com/restaurant/1798335246,경기 부천시 소사로148번길 31
크리스마스자몽,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4783022585209,126.790019572427,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20크리스마스자몽,https://m.place.naver.com/restaurant/1569929289,경기 부천시 호현로489번길 52
복죽,별식/퓨전요리,죽전문점,한식 음식점업,소사본동,37.4797033754578,126.795751877013,별식/퓨전요리죽전문점한식 음식점업,소사본동%20복죽,https://m.place.naver.com/restaurant/38502262,경기 부천시 소사로 240
젬마커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4817760214901,126.794893229388,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20젬마커피,https://m.place.naver.com/restaurant/1989058954,경기 부천시 경인옛로 25 한신더휴메트로 상가 지상 124호
빙하시대,한식,냉면집,한식 음식점업,소사본동,37.479782282675,126.794653899762,한식냉면집한식 음식점업,소사본동%20빙하시대,https://m.place.naver.com/restaurant/1606396107,경기 부천시 부천로86번길 64
진담,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4756940340476,126.801095972016,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20진담,https://m.place.naver.com/restaurant/1311348194,경기 부천시 소안로 10
카페무홀,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4724536260391,126.800537254591,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20카페무홀,https://m.place.naver.com/restaurant/1777936747,경기 부천시 소사로160번길 90 1층
돈우네정육식당,한식,기타고기요리,한식 음식점업,소사본동,37.4815241341814,126.793167371642,한식기타고기요리한식 음식점업,소사본동%20돈우네정육식당,https://m.place.naver.com/restaurant/1824141676,경기 부천시 호현로 488 1층 정다운그린빌 117호
쌍둥이베트남쌀국수,별식/퓨전요리,동남아음식전문점,기타 외국식 음식점업,소사본동,37.4815241341814,126.793167371642,별식/퓨전요리동남아음식전문점기타 외국식 음식점업,소사본동%20쌍둥이베트남쌀국수,https://m.place.naver.com/restaurant/1764452545,경기 부천시 호현로 488 정다운그린빌
디저트구스,제과제빵떡케익,제과점,제과점업,소사본동,37.4805917098673,126.793623319332,제과제빵떡케익제과점제과점업,소사본동%20디저트구스,https://m.place.naver.com/restaurant/1373129500,경기 부천시 호현로 480
여우애김밥,분식,라면김밥분식,분식 및 김밥 전문점,소사본동,37.4817760214901,126.794893229388,분식라면김밥분식분식 및 김밥 전문점,소사본동%20여우애김밥,https://m.place.naver.com/restaurant/1169066043,경기 부천시 경인옛로 25 B1층 B105호~106호
아모르바베큐파티,양식,바베큐전문,서양식 음식점업,소사본동,37.4795682711498,126.793990268004,양식바베큐전문서양식 음식점업,소사본동%20아모르바베큐파티,https://m.place.naver.com/restaurant/1266260501,경기 부천시 호현로474번길 15 1층 일부호
막창애삼겹,한식,갈비/삼겹살,한식 음식점업,소사본동,37.4723921258388,126.797146681155,한식갈비/삼겹살한식 음식점업,소사본동%20막창애삼겹,https://m.place.naver.com/restaurant/1432203959,경기 부천시 소사로160번길 30
무식한초밥,일식/수산물,음식점-초밥전문,일식 음식점업,소사본동,37.4756940340476,126.801095972016,일식/수산물음식점-초밥전문일식 음식점업,소사본동%20무식한초밥,https://m.place.naver.com/restaurant/1905657965,경기 부천시 소안로 10
건달치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4791439288071,126.793906638608,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20건달치킨,https://m.place.naver.com/restaurant/1859149707,경기 부천시 호현로474번길 24
뉴욕어시장,일식/수산물,횟집,한식 음식점업,소사본동,37.4725821532904,126.798997691024,일식/수산물횟집한식 음식점업,소사본동%20뉴욕어시장,https://m.place.naver.com/restaurant/1416579756,경기 부천시 소사로160번길 61
여수식당,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4821300204595,126.790738003366,한식한식/백반/한정식한식 음식점업,소사본동%20여수식당,https://m.place.naver.com/restaurant/37319273,경기 부천시 경인로316번길 7-5
카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4824083310655,126.796816517864,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20카페,https://m.place.naver.com/restaurant/1138407256,경기 부천시 은성로62번길 13 백암빌딩 101호
하우마라탕,중식,중국음식/중국집,중식 음식점업,소사본동,37.4781295176489,126.797812224151,중식중국음식/중국집중식 음식점업,소사본동%20하우마라탕,https://m.place.naver.com/restaurant/1468411813,경기 부천시 소삼로 46 드링타워A동104
아이스크림할인점와와,패스트푸드,아이스크림판매,제과점업,소사본동,37.467000163556,126.801212223176,패스트푸드아이스크림판매제과점업,소사본동%20아이스크림할인점와와,https://m.place.naver.com/restaurant/1655614685,경기 부천시 소사로78번길 77
경성짜장,중식,중국음식/중국집,중식 음식점업,소사본동,37.4746948126881,126.797641135485,중식중국음식/중국집중식 음식점업,소사본동%20경성짜장,https://m.place.naver.com/restaurant/1387644541,경기 부천시 은성로62번길 13
호식이두마리치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4741931455535,126.798813634842,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20호식이두마리치킨,https://m.place.naver.com/restaurant/1782508210,경기 부천시 은성로68번길 21-10
태리로제떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,소사본동,37.4818210660789,126.794892505889,분식떡볶이전문분식 및 김밥 전문점,소사본동%20태리로제떡볶이,https://m.place.naver.com/restaurant/1567144851,경기 부천시 경인옛로 25
꽃하루앙금플라워,제과제빵떡케익,떡전문,제과점업,소사본동,37.4770922094839,126.79240201412,제과제빵떡케익떡전문제과점업,소사본동%20꽃하루앙금플라워,https://m.place.naver.com/restaurant/1065856417,"경기 부천시 호현로 439 1층, 꽃하루앙금플라워"
부어치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4723910901354,126.797044951084,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20부어치킨,https://m.place.naver.com/restaurant/1117053524,경기 부천시 소사로160번길 26-1 1층
떡사랑,제과제빵떡케익,떡전문,제과점업,소사본동,37.4725095353806,126.803385273678,제과제빵떡케익떡전문제과점업,소사본동%20떡사랑,https://m.place.naver.com/restaurant/1294100811,경기 부천시 소사동로72번길 17
남촌숯불갈비,한식,갈비/삼겹살,한식 음식점업,소사본동,37.4731483532726,126.795314408287,한식갈비/삼겹살한식 음식점업,소사본동%20남촌숯불갈비,https://m.place.naver.com/restaurant/1119578248,경기 부천시 소사로 165-2
영스비어,유흥주점,호프/맥주,기타 주점업,소사본동,37.4770678138516,126.795308019616,유흥주점호프/맥주기타 주점업,소사본동%20영스비어,https://m.place.naver.com/restaurant/1487888159,경기 부천시 소사로 211 1층
푸라닭,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동,37.4745586042744,126.798423398094,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동%20푸라닭,https://m.place.naver.com/restaurant/1398220990,경기 부천시 은성로68번길 13
라홍방마라탕,중식,중국음식/중국집,중식 음식점업,소사본동,37.4731999389389,126.80393953194,중식중국음식/중국집중식 음식점업,소사본동%20라홍방마라탕,https://m.place.naver.com/restaurant/1316273216,경기 부천시 소사동로 82 1층 108호
국수와사랑에빠진날,분식,국수/만두/칼국수,분식 및 김밥 전문점,소사본동,37.4773631702028,126.792465489287,분식국수/만두/칼국수분식 및 김밥 전문점,소사본동%20국수와사랑에빠진날,https://m.place.naver.com/restaurant/1640043847,경기 부천시 호현로 443
족발야시장,한식,족발/보쌈전문,한식 음식점업,소사본동,37.4754451585627,126.79877098426,한식족발/보쌈전문한식 음식점업,소사본동%20족발야시장,https://m.place.naver.com/restaurant/1356073284,경기 부천시 은성로67번길 12 1층 104호
강촌숯불닭광장,닭/오리요리,불닭전문,한식 음식점업,소사본동,37.4775808615708,126.795254559409,닭/오리요리불닭전문한식 음식점업,소사본동%20강촌숯불닭광장,https://m.place.naver.com/restaurant/1700273285,경기 부천시 소사로 215
아찔한국물떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,소사본동,37.4738510499597,126.795303128974,분식떡볶이전문분식 및 김밥 전문점,소사본동%20아찔한국물떡볶이,https://m.place.naver.com/restaurant/1877276911,경기 부천시 소사로 175
커피에반하다,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사본동,37.4804312806207,126.798216295518,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사본동%20커피에반하다,https://m.place.naver.com/restaurant/1573534844,경기 부천시 부흥로 471-3
장금이분식,분식,라면김밥분식,분식 및 김밥 전문점,소사본동,37.4726105580656,126.79647617259,분식라면김밥분식분식 및 김밥 전문점,소사본동%20장금이분식,https://m.place.naver.com/restaurant/1277634716,경기 부천시 신흥로73번길 60
명랑시대쌀핫도그,패스트푸드,핫도그,"피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동,37.4719685398419,126.803348678275,"패스트푸드핫도그피자, 햄버거, 샌드위치 및 유사 음식점업",소사본동%20명랑시대쌀핫도그,https://m.place.naver.com/restaurant/544052886,경기 부천시 호현로489번길 25
제육대가,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4732649860734,126.796149129552,한식한식/백반/한정식한식 음식점업,소사본동%20제육대가,https://m.place.naver.com/restaurant/1411771361,경기 부천시 소사로170번길 12 1층 일부호
꼬꼬댁,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4701722715909,126.795938721739,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20꼬꼬댁,https://m.place.naver.com/restaurant/1260923246,경기 부천시 소사로 133 동보빌라
명동찌개마을,한식,한식/백반/한정식,한식 음식점업,소사본동,37.4758423692137,126.795305080353,한식한식/백반/한정식한식 음식점업,소사본동%20명동찌개마을,https://m.place.naver.com/restaurant/1916138332,경기 부천시 소사로 195-1
순살만공격,닭/오리요리,후라이드/양념치킨,치킨 전문점,소사본동,37.4756940340476,126.801095972016,닭/오리요리후라이드/양념치킨치킨 전문점,소사본동%20순살만공격,https://m.place.naver.com/restaurant/1294284515,경기 부천시 소안로 10
복사골전집,한식,파전전문,한식 음식점업,소사본동,37.4745735895091,126.799011045014,한식파전전문한식 음식점업,소사본동%20복사골전집,https://m.place.naver.com/restaurant/1206745222,경기 부천시 은성로76번길 14
라화쿵부,중식,중국음식/중국집,중식 음식점업,소사본동,37.4818210660789,126.794892505889,중식중국음식/중국집중식 음식점업,소사본동%20라화쿵부,https://m.place.naver.com/restaurant/1023809877,경기 부천시 경인옛로 25 103동 B121
스시희,일식/수산물,음식점-초밥전문,일식 음식점업,소사본동,37.4690505361037,126.800817729102,일식/수산물음식점-초밥전문일식 음식점업,소사본동%20스시희,https://m.place.naver.com/restaurant/1237335627,경기 부천시 소사로102번길 59
아이스365,패스트푸드,아이스크림판매,제과점업,소사본동,37.4818210660789,126.794892505889,패스트푸드아이스크림판매제과점업,소사본동%20아이스365,https://m.place.naver.com/restaurant/1847907048,경기 부천시 경인옛로 25
소새울양과점,제과제빵떡케익,제과점,제과점업,소사본동,37.4810414551166,126.794430155209,제과제빵떡케익제과점제과점업,소사본동%20소새울양과점,https://m.place.naver.com/restaurant/1868045593,경기 부천시 경인옛로 22 101호 소새울 양과점
부자돌솥설렁탕,한식,설렁탕집,한식 음식점업,소사동,37.4857793335271,126.791628985058,한식설렁탕집한식 음식점업,소사동%20부자돌솥설렁탕,https://m.place.naver.com/restaurant/21159051,경기 부천시 부흥로 471-8
만나국수,한식,파전전문,한식 음식점업,소사동,37.4846229682351,126.793094909982,한식파전전문한식 음식점업,소사동%20만나국수,https://m.place.naver.com/restaurant/1372188310,경기 부천시 부일로571번길 13
마포갈매기소사역점,한식,갈비/삼겹살,한식 음식점업,소사동,37.4837063634135,126.794217730454,한식갈비/삼겹살한식 음식점업,소사동%20마포갈매기소사역점,https://m.place.naver.com/restaurant/1849780442,경기 부천시 소사로 287
본죽,별식/퓨전요리,죽전문점,한식 음식점업,소사동,37.4859069613211,126.791773923085,별식/퓨전요리죽전문점한식 음식점업,소사동%20본죽,https://m.place.naver.com/restaurant/34787392,경기 부천시 부일로571번길 49 2층
돈토랑나랑,한식,보리밥전문,한식 음식점업,소사동,37.4865308582374,126.790226080348,한식보리밥전문한식 음식점업,소사동%20돈토랑나랑,https://m.place.naver.com/restaurant/38503803,경기 부천시 부흥로 459
부천성모장례식장,한식,한식/백반/한정식,한식 음식점업,소사동,37.4874874535625,126.793014902041,한식한식/백반/한정식한식 음식점업,소사동%20부천성모장례식장,https://m.place.naver.com/restaurant/21529993,경기 부천시 소사로 327
충남방앗간,제과제빵떡케익,제과점,제과점업,소사동,37.4849572217197,126.793179989251,제과제빵떡케익제과점제과점업,소사동%20충남방앗간,https://m.place.naver.com/restaurant/1043041864,경기 부천시 부일로571번길 20
크로바커피숍,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,소사동,37.4859656130066,126.790461340322,커피점/카페커피전문점/카페/다방비알콜 음료점업,소사동%20크로바커피숍,https://m.place.naver.com/restaurant/21145391,경기 부천시 부흥로 466
집밥권선생,한식,한식/백반/한정식,한식 음식점업,소사동,37.4848265867757,126.791859165268,한식한식/백반/한정식한식 음식점업,소사동%20집밥권선생,https://m.place.naver.com/restaurant/1925161363,경기 부천시 부일로 565-1
동대문엽기떡볶이범박점,분식,떡볶이전문,분식 및 김밥 전문점,괴안동,37.4746878713929,126.803169653432,분식떡볶이전문분식 및 김밥 전문점,괴안동%20동대문엽기떡볶이범박점,https://m.place.naver.com/restaurant/35927824,경기 부천시 은성로 111 1층
신정상회,닭/오리요리,오리고기전문,한식 음식점업,괴안동,37.4826181421088,126.808628689307,닭/오리요리오리고기전문한식 음식점업,괴안동%20신정상회,https://m.place.naver.com/restaurant/1089637756,경기 부천시 소삼로 11
파리바게뜨,제과제빵떡케익,제과점,제과점업,괴안동,37.4793365900098,126.806668282063,제과제빵떡케익제과점제과점업,괴안동%20파리바게뜨,https://m.place.naver.com/restaurant/19261450,경기 부천시 경인로 509 우남타워 1층 104호
촌가추어탕,한식,한식/백반/한정식,한식 음식점업,괴안동,37.4741425909136,126.804489782099,한식한식/백반/한정식한식 음식점업,괴안동%20촌가추어탕,https://m.place.naver.com/restaurant/12862831,경기 부천시 소사동로 91-1
BBQ치킨,유흥주점,호프/맥주,기타 주점업,괴안동,37.4768506939119,126.807657506866,유흥주점호프/맥주기타 주점업,괴안동%20BBQ치킨,https://m.place.naver.com/restaurant/11799018,null
복사골포차,유흥주점,호프/맥주,기타 주점업,괴안동,37.4778560356652,126.809959267251,유흥주점호프/맥주기타 주점업,괴안동%20복사골포차,https://m.place.naver.com/restaurant/1518261131,경기 부천시 범안로 54
경기부천소사지역자활센터음식점,한식,한식/백반/한정식,한식 음식점업,괴안동,37.4832396464344,126.808607513337,한식한식/백반/한정식한식 음식점업,괴안동%20경기부천소사지역자활센터음식점,https://m.place.naver.com/restaurant/1614166319,경기 부천시 소사로 456 원미도서관 지하1층
까페러브,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,괴안동,37.4768998449134,126.808063737474,커피점/카페커피전문점/카페/다방비알콜 음료점업,괴안동%20까페러브,https://m.place.naver.com/restaurant/35623918,경기 부천시 양지로 20
바지락칼국수수제비,분식,국수/만두/칼국수,분식 및 김밥 전문점,괴안동,37.4806208311215,126.8044657156,분식국수/만두/칼국수분식 및 김밥 전문점,괴안동%20바지락칼국수수제비,https://m.place.naver.com/restaurant/1111814208,경기 부천시 경인옛로 123-1
두리마루,닭/오리요리,오리고기전문,한식 음식점업,괴안동,37.4797912893536,126.803517896653,닭/오리요리오리고기전문한식 음식점업,괴안동%20두리마루,https://m.place.naver.com/restaurant/30982361,경기 부천시 범안로22번길 56
피자마루,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동,37.48252029162,126.806968154685,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동%20피자마루,https://m.place.naver.com/restaurant/33409604,경기 부천시 부광로8번길 39
페리카나,닭/오리요리,후라이드/양념치킨,치킨 전문점,괴안동,37.4816253996941,126.804901972293,닭/오리요리후라이드/양념치킨치킨 전문점,괴안동%20페리카나,https://m.place.naver.com/restaurant/37687043,경기 부천시 부광로8번길 39
뚜레쥬르,제과제빵떡케익,제과점,제과점업,괴안동,37.4789701909079,126.806968069891,제과제빵떡케익제과점제과점업,괴안동%20뚜레쥬르,https://m.place.naver.com/restaurant/1178871038,경기 부천시 경인로 517
참치#,일식/수산물,참치전문점,일식 음식점업,괴안동,37.4789102098448,126.807274290373,일식/수산물참치전문점일식 음식점업,괴안동%20참치#,https://m.place.naver.com/restaurant/1541353164,경기 부천시 범안로 55 홈타운프라자 1층 114호
이모네족발,한식,족발/보쌈전문,한식 음식점업,괴안동,37.4769512551669,126.802455203617,한식족발/보쌈전문한식 음식점업,괴안동%20이모네족발,https://m.place.naver.com/restaurant/20655657,경기 부천시 소사로159번길 17
낙원떡방앗간,제과제빵떡케익,제과점,제과점업,괴안동,37.4792911877491,126.805741892816,제과제빵떡케익제과점제과점업,괴안동%20낙원떡방앗간,https://m.place.naver.com/restaurant/19353155,경기 부천시 경인옛로118번길 33 1층 상가
맛나김밥,분식,라면김밥분식,분식 및 김밥 전문점,괴안동,37.4797945465785,126.805620818273,분식라면김밥분식분식 및 김밥 전문점,괴안동%20맛나김밥,https://m.place.naver.com/restaurant/1325074976,경기 부천시 경인옛로118번길 27
처갓집양념치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,괴안동,37.4790292662784,126.807464603303,닭/오리요리후라이드/양념치킨치킨 전문점,괴안동%20처갓집양념치킨,https://m.place.naver.com/restaurant/31629654,경기 부천시 안곡로 46
"괴안,범박굽네치킨",닭/오리요리,후라이드/양념치킨,치킨 전문점,괴안동,37.4754378777422,126.806945086429,닭/오리요리후라이드/양념치킨치킨 전문점,"괴안동%20괴안,범박굽네치킨",https://m.place.naver.com/restaurant/13146391,경기 부천시 은성로117번길 8 1층
멕시카나,닭/오리요리,후라이드/양념치킨,치킨 전문점,괴안동,37.4807917974614,126.80533358892,닭/오리요리후라이드/양념치킨치킨 전문점,괴안동%20멕시카나,https://m.place.naver.com/restaurant/11693221,경기 부천시 부광로 30
싱싱수산,일식/수산물,음식점-일식,일식 음식점업,괴안동,37.4797945465785,126.805620818273,일식/수산물음식점-일식일식 음식점업,괴안동%20싱싱수산,https://m.place.naver.com/restaurant/1445226341,경기 부천시 안곡로30번길 7
피자스쿨,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동,37.4744025614773,126.803468146227,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동%20피자스쿨,https://m.place.naver.com/restaurant/31627897,경기 부천시 은성로 115
제일감자탕,한식,한식/백반/한정식,한식 음식점업,괴안동,37.4827867997768,126.809270496769,한식한식/백반/한정식한식 음식점업,괴안동%20제일감자탕,https://m.place.naver.com/restaurant/1968827008,경기 부천시 경인로497번길 13
이모네족발,한식,족발/보쌈전문,한식 음식점업,괴안동,37.4768506939119,126.807657506866,한식족발/보쌈전문한식 음식점업,괴안동%20이모네족발,https://m.place.naver.com/restaurant/20655657,경기 부천시 소사로159번길 17
돈앤밥스,양식,돈가스전문점,서양식 음식점업,괴안동,37.4745096386535,126.80336468946,양식돈가스전문점서양식 음식점업,괴안동%20돈앤밥스,https://m.place.naver.com/restaurant/1668396166,경기 부천시 은성로 113-1
윤피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동,37.4768506939119,126.807657506866,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동%20윤피자,https://m.place.naver.com/restaurant/586335983,경기 부천시 범안로 60 104호
커피에반하다,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,괴안동,37.480460866444,126.80557629261,커피점/카페커피전문점/카페/다방비알콜 음료점업,괴안동%20커피에반하다,https://m.place.naver.com/restaurant/1284146316,경기 부천시 범안로 10 109호
한마당식당,한식,한식/백반/한정식,한식 음식점업,괴안동,37.4793493105138,126.804361606118,한식한식/백반/한정식한식 음식점업,괴안동%20한마당식당,https://m.place.naver.com/restaurant/1137693195,경기 부천시 범안로8번길 19
영구스피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동,37.4768998449134,126.808063737474,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동%20영구스피자,https://m.place.naver.com/restaurant/38345043,경기 부천시 범안로 55 홈타운프라자 104호 영구스피자
바지락손칼국수,분식,라면김밥분식,분식 및 김밥 전문점,괴안동,37.4780752288297,126.807570213546,분식라면김밥분식분식 및 김밥 전문점,괴안동%20바지락손칼국수,https://m.place.naver.com/restaurant/37592268,경기 부천시 소사동로 119
신정상회,한식,한식/백반/한정식,한식 음식점업,괴안동,37.4828031084757,126.809100636418,한식한식/백반/한정식한식 음식점업,괴안동%20신정상회,https://m.place.naver.com/restaurant/1089637756,경기 부천시 소삼로 11
네네치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,괴안동,37.4742071404344,126.804635724932,닭/오리요리후라이드/양념치킨치킨 전문점,괴안동%20네네치킨,https://m.place.naver.com/restaurant/11779297,경기 부천시 소사동로 93
맛나,분식,라면김밥분식,분식 및 김밥 전문점,괴안동,37.4806208311215,126.8044657156,분식라면김밥분식분식 및 김밥 전문점,괴안동%20맛나,https://m.place.naver.com/restaurant/18914227,경기 부천시 경인옛로108번길 15
