상호명,업종중분류명,업종소분류명,표준산업분류명,행정동명,위도,경도,합친데이터,네이버키워드,naver_store_url,store_address,store_score,visitor_review
신정상회,닭/오리요리,오리고기전문,한식 음식점업,괴안동,37.4826181421088,126.808628689307,닭/오리요리오리고기전문한식 음식점업,괴안동%20신정상회,https://m.place.naver.com/restaurant/1089637756,경기 부천시 소삼로 11,4.22,/굿/ㅅ/친절해요/좋아요/좋아요/좋아요/좋아요/좋아요/친절하십니다^^/TV에도 나온 집이라해서 사봤어요.. 가격 맛 맘에 들어요
파리바게뜨,제과제빵떡케익,제과점,제과점업,괴안동,37.4793365900098,126.806668282063,제과제빵떡케익제과점제과점업,괴안동%20파리바게뜨,https://m.place.naver.com/restaurant/19261450,경기 부천시 경인로 509 우남타워 1층 104호,4.35,/직원분들 왕친절하세요👏👏👏😍/집근처에 있어서 자주 가요/호밀빵 최고!! 건강으로 최고!!/케이준치킨샐러드 맛있어요! 일하시는 분들께서 친절하셔서 좋아요!/여러가지 맛있는 맛을 느낌/뀐아망이랑 뜯어먹는치즈식빵 맛있어요/직원분들 친절하시고 정리가 잘 되어있어서 빵들이 한눈에 다 들어와서 좋아요/자주가요 빵이 맛있어요/./종류가 다양해오
촌가추어탕,한식,한식/백반/한정식,한식 음식점업,괴안동,37.4741425909136,126.804489782099,한식한식/백반/한정식한식 음식점업,괴안동%20촌가추어탕,https://m.place.naver.com/restaurant/12862831,경기 부천시 소사동로 91-1,4.51,/포장되서 좋아요/좋아요/좋아요/좋아요/조아요/조아요/조아요/바람부는 추운 꽃샘추위에는 추어탕만큼 속을 든든하게 해주는건 없는것같다./에/오늘같은 변덕스러운 날씨에 먹으면 든든한 보양식이에요~강추
BBQ치킨,유흥주점,호프/맥주,기타 주점업,괴안동,37.4768506939119,126.807657506866,유흥주점호프/맥주기타 주점업,괴안동%20BBQ치킨,https://m.place.naver.com/restaurant/11799018,경기 부천시 범안로 54 그린홈프라자2층비비큐치킨,4.26,/후라이드는 황올닭이 쩨일 맛있어요ㅠㅠ/좋아요/굿/맛나요~^^/완전 별로였어요./큼직큼직맛있습니다/맛있어요/맛있고 매콤하고 좋아요/친절
복사골포차,유흥주점,호프/맥주,기타 주점업,괴안동,37.4778560356652,126.809959267251,유흥주점호프/맥주기타 주점업,괴안동%20복사골포차,https://m.place.naver.com/restaurant/1518261131,경기 부천시 범안로 54,4.22,/좋아요/음식이 좀 늦게 나오긴 했지만 맛있어요 닭똥집은 양이 좀 적습니당/굿/맛있어요/굳/해물듬뿍 파전 강추예요~~/친절하세요
경기부천소사지역자활센터음식점,한식,한식/백반/한정식,한식 음식점업,괴안동,37.4832396464344,126.808607513337,한식한식/백반/한정식한식 음식점업,괴안동%20경기부천소사지역자활센터음식점,https://m.place.naver.com/restaurant/1614166319,경기 부천시 소사로 456 원미도서관 지하1층,4.33,"/혼밥하기 좋아요 나름 괜춘/가성비는 좋은데 고구마라떼가 너무 달아요ㅠㅠ 앞으론 그냥 커피를,,,,/너무 맛있어요 또 갈게요/3년전에 만났던 원미도서관 식당.... 그가격 그대로, 그 추억 그대로 운영을 하셔서 좋았어요/너무 맛있고 오랜만에 급식 느낌 나서 좋았어요/좋아요/좋네요/굿/식사 가성비 좋아요"
까페러브,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,괴안동,37.4768998449134,126.808063737474,커피점/카페커피전문점/카페/다방비알콜 음료점업,괴안동%20까페러브,https://m.place.naver.com/restaurant/35623918,경기 부천시 양지로 20,,
바지락칼국수수제비,분식,국수/만두/칼국수,분식 및 김밥 전문점,괴안동,37.4806208311215,126.8044657156,분식국수/만두/칼국수분식 및 김밥 전문점,괴안동%20바지락칼국수수제비,https://m.place.naver.com/restaurant/1111814208,경기 부천시 경인옛로 123-1,4.46,"/손수제비 먹고싶어서 검색해서 찾아왔습니다 겉절이가 진짜 맛있네요 잘먹었습니다/정말 맛있어요/국수 맛있어요/갓성비 칼국수,수제비집 바지락 양이 미쳤어용!!/바지락도 많이 들어있고 맛있어요. 국물이 매콤해요/굿/맛있어요/보리밥도 맛있고 김치도 맛있고 칼국수도 맛있죠 바지락이 참 많이 들어있어요/굿/백반집"
두리마루,닭/오리요리,오리고기전문,한식 음식점업,괴안동,37.4797912893536,126.803517896653,닭/오리요리오리고기전문한식 음식점업,괴안동%20두리마루,https://m.place.naver.com/restaurant/30982361,경기 부천시 범안로22번길 56,,
피자마루,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동,37.48252029162,126.806968154685,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동%20피자마루,https://m.place.naver.com/restaurant/33409604,경기 부천시 부광로8번길 39,4.34,/사장님이 친절하시고 맛있어요:)/굿/친절하고 맛있어요!/굿/굿/역시 피자맛집입니다 너무 맛있게 먹었어요!!/굿/좋아요/맛있어요/사장님 친절하시고 피자도 맛있어요.
페리카나,닭/오리요리,후라이드/양념치킨,치킨 전문점,괴안동,37.4816253996941,126.804901972293,닭/오리요리후라이드/양념치킨치킨 전문점,괴안동%20페리카나,https://m.place.naver.com/restaurant/37687043,경기 부천시 부광로8번길 39,4.49,/사장님 무척 친절 하시고 후라이드 치킨 맛집🥰😍🥰😍/기름이 깨끗해서 고소하고 맛있어요~/20년도 넘은 치킨맛집! 양념치킨 자극적이지않고 맛있어요~/굿/맛있어요/맛있어요/요즘 후라이드치킨이 매운곳들이 많아서 아이들과 먹을 수가 없는데 페리카나는 순하고 맛있어서 아이들과 먹기 좋아요/친킨은역시페리카나맛있다/그냥괜찮앙ㄹㄷ/Good
뚜레쥬르,제과제빵떡케익,제과점,제과점업,괴안동,37.4789701909079,126.806968069891,제과제빵떡케익제과점제과점업,괴안동%20뚜레쥬르,https://m.place.naver.com/restaurant/1178871038,경기 부천시 경인로 517,4.33,/메가...........빅싸이즈/친절하고 좋아요 :)/불고기 샐러드 맛있어요/일요일 낮 여직원분 완전친절하심 🍀🤗/스콘이랑 로쉐가 있어요 직원분들 친절하시고 빵 맛있어요/매장이 작아서 그런지 빵 종류가 많지 않아요ㅜㅜ/사진이 안올라가는데 샐러드의 반인 양상추가 상태가 너무 안좋아서 다 버림.. 돈아까움/간만에 매장에서 직접 굽는 머핀을 사러갔는데 안나온다는 슬픈 소식을 접했다ㅠ/샌드위치할인/밤에 갔더니 할인받아서 좋았어요 사장님 친절하세요 빵 자주 안 드시는 아빠가 아몬드크라상ㆍ베이비슈크림 빵 맛있게 드셔서 기뻤습니다 다음에 다 른 빵도 사러 갈게요
참치#,일식/수산물,참치전문점,일식 음식점업,괴안동,37.4789102098448,126.807274290373,일식/수산물참치전문점일식 음식점업,괴안동%20참치#,https://m.place.naver.com/restaurant/1541353164,경기 부천시 범안로 55 홈타운프라자 1층 114호,4.43,/가격대비 좋네요 또 생각날듯/./굿/가격좋고 맛있어요/좋아요/혼마세트45피스+초밥밥+새우튀김5피스 포장해서먹었어요. 45피스는 3인먹기 좋겠어요. 맛있고 좀 덜녹은채로 포장해주셨는데 좀 녹은후에 먹으니 입에서 살살 녹네요/굿/굳/참치가 해동이 덜 된건지 거의 얼음덩어리처럼 나오네요. 입안이 시려웠어요. 참치먹으녀와서 얼음만 먹은 느낌./사장님도 진짜 친절하시고 음식포장도 넉넉하게 깔끔하세 잘 해주세요!! 사진은 못찍었지만 ㅜㅜ 그리고 표고버섯장? 장아찌? 모르겠지만 진짜 참치랑 잘어울리고 별미에요👍👍👍
이모네족발,한식,족발/보쌈전문,한식 음식점업,괴안동,37.4769512551669,126.802455203617,한식족발/보쌈전문한식 음식점업,괴안동%20이모네족발,https://m.place.naver.com/restaurant/20655657,경기 부천시 소사로159번길 17,4.37,/ㅇㅏ..진짜 너무 아쉬워요ㅠㅠ 이모네족발은 맛있을땐 엄청 맛있고 어쩔땐 맛이 쏘쏘예요.대체 왜그럴까요...? 아는 언니네 집에서 첨 먹어봤는데 진짜 너~~~무 맛있어서 고기에서 넘 꼬소해서 우유맛이 날지경.. 이여서 상호 알아와서 종종 먹는 곳인데 ㅠㅠ 집근처 사는 친구가 맛있을땐 엄청 맛있고 맛 없을땐 진짜 별로라고하던 말이 생각나며 이제 무릎을 탁!쳤어여. 진짜 극과극이 너무 심한걸 이제 진심 느끼네요. 아쉽습니다. 쟁반국수 면 직접.../족발은 꼭 여기서 포장해다 먹어요! 막국수가 정말 맛있고 족발도 깔끔하게 맛있어요ㅎㅎ/맛나요/친절해요/막국수 맛있어요/굿/굿/사장님 친절하시고 족발도 맛있어요./맛있어요/00
낙원떡방앗간,제과제빵떡케익,제과점,제과점업,괴안동,37.4792911877491,126.805741892816,제과제빵떡케익제과점제과점업,괴안동%20낙원떡방앗간,https://m.place.naver.com/restaurant/19353155,경기 부천시 경인옛로118번길 33 1층 상가,4.22,/떡 맛있게 잘먹었습니다^^ 가래떡도 느무 맛나네요/굿굿/굿굿/굿/굿/좋아요/맛도 좋고 재료 질도 좋아요. 밤도 통조림 안 쓰고 직접 까서 하시더라구요. 친절하시기도 해서 다녀오면 마음도 푸근해집니다ㅎ/굿굿/떡 맛있어요/떡볶이떡으러 사먹었어요
맛나김밥,분식,라면김밥분식,분식 및 김밥 전문점,괴안동,37.4797945465785,126.805620818273,분식라면김밥분식분식 및 김밥 전문점,괴안동%20맛나김밥,https://m.place.naver.com/restaurant/1325074976,경기 부천시 경인옛로118번길 27,4.2,/ㅎㅎ/좋아요/좋아요/very good~~!/굿/맛있어요/굿/좋아요
처갓집양념치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,괴안동,37.4790292662784,126.807464603303,닭/오리요리후라이드/양념치킨치킨 전문점,괴안동%20처갓집양념치킨,https://m.place.naver.com/restaurant/31629654,경기 부천시 안곡로 46,4.32,"/후라이드치킨 바삭하고 맛있어요. 쬐끔만 덜짜면 훨씬 좋겠어요./첫만남에 홀딱 반했어요 넘나 맛난 거,.../처갓집 괴안점 최고예용/후라이드 굿 양념 보통/바삭하니 맛있어요/슈프림 너무 맛잇어요/좋아요/굳/슈프리양념치킨이 맛있어요/😁"
"괴안,범박굽네치킨",닭/오리요리,후라이드/양념치킨,치킨 전문점,괴안동,37.4754378777422,126.806945086429,닭/오리요리후라이드/양념치킨치킨 전문점,"괴안동%20괴안,범박굽네치킨",https://m.place.naver.com/restaurant/13146391,경기 부천시 은성로117번길 8 1층,4.34,/친절하시고 좋아요~/가계 찾기가 힘들어요/좋아요/맛나요 스윗/맛나요 순살 갈비맛 약이 ㅜㅜ 작아요/맛있어요/맛나요~^^/맛있어요/궁금해서 시켜봤는데..넘 맛있어요 운동하고 하나만 먹을려다가 다 먹어버렸어요..ㅠㅠ ..하... 괜히시켰나봐요 ㅠㅠ 소스는 왤케 찰떡인거야... 치킨이 너무 밉다..ㅠㅠ/굽네치킨 괴안범박점이 제일 맛있어요! 여기서 자주 시켜먹는데 사장님들이 정말 항상 친절하세요. 괴안범박점 추천합니다!! 사장님덜 적게 일하시고 부자되세요 감사합니다 ❤️
멕시카나,닭/오리요리,후라이드/양념치킨,치킨 전문점,괴안동,37.4807917974614,126.80533358892,닭/오리요리후라이드/양념치킨치킨 전문점,괴안동%20멕시카나,https://m.place.naver.com/restaurant/11693221,경기 부천시 부광로 30,4.46,"/친절하시고 맛있어요!/맛있어요:)/항상 맛있어요~! 식어도 맛있는 치킨입니당 ㅎㅎ/:)/굳/늘 빠르고 너무너무 맛있어요~~~~/처음부터 끝까지 맛나게 먹고 ㅋㅋㅋ/넘 맛있어요👍🏻/역시 양념치킨은 멕시카나에요! #역곡치킨 #역곡맛집 #멕시카나치킨/가끔 배달시켜먹지만 홀은 처음가봤어요ㅎㅎ 홀에 테이블은 2개밖에없어서 우리둘이 먹기엔 최고였구 저는 방문해서 먹는게 너무좋았어요 후라이드랑, 까르보 치킨도맛있었고 사장님도 친절하셨어요.7시반쯤가서 8시 반에 나와서ㅎㅎ더못먹는 아쉬움이있었지만 코로나끝나면 또한번 방문할께요!"
싱싱수산,일식/수산물,음식점-일식,일식 음식점업,괴안동,37.4797945465785,126.805620818273,일식/수산물음식점-일식일식 음식점업,괴안동%20싱싱수산,https://m.place.naver.com/restaurant/1445226341,경기 부천시 안곡로30번길 7,4.18,/굿/품질 좋아요/굿/굿/ㅣ/굿/ㅈㅇㅇ/굿/굿/좋아요
피자스쿨,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동,37.4744025614773,126.803468146227,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동%20피자스쿨,https://m.place.naver.com/restaurant/31627897,경기 부천시 은성로 115,4.4,/좋아요/./굿/굿/굿이야/굿/오랜만에 먹었는데 맛있게 먹었어요 ㅎㅎ 가성비 굿/!/맛있어요 ㅎㅎㅎ 먹고 또 먹게 되는 맛? ㅎㅎ 그리고 친절하셔요! 좋아요!!!!/포테이토 너무 맛있어요
제일감자탕,한식,한식/백반/한정식,한식 음식점업,괴안동,37.4827867997768,126.809270496769,한식한식/백반/한정식한식 음식점업,괴안동%20제일감자탕,https://m.place.naver.com/restaurant/1968827008,경기 부천시 경인로497번길 13,4.57,/사장님이 매우 친절해요 우리 할머니 같아요/너무 맛있었어요 친절하시고요 가끔씩 가고 싶은집이예요~~/맛있어요/친절하고 반찬이 진짜 맛나요
이모네족발,한식,족발/보쌈전문,한식 음식점업,괴안동,37.4768506939119,126.807657506866,한식족발/보쌈전문한식 음식점업,괴안동%20이모네족발,https://m.place.naver.com/restaurant/20655657,경기 부천시 소사로159번길 17,4.37,/ㅇㅏ..진짜 너무 아쉬워요ㅠㅠ 이모네족발은 맛있을땐 엄청 맛있고 어쩔땐 맛이 쏘쏘예요.대체 왜그럴까요...? 아는 언니네 집에서 첨 먹어봤는데 진짜 너~~~무 맛있어서 고기에서 넘 꼬소해서 우유맛이 날지경.. 이여서 상호 알아와서 종종 먹는 곳인데 ㅠㅠ 집근처 사는 친구가 맛있을땐 엄청 맛있고 맛 없을땐 진짜 별로라고하던 말이 생각나며 이제 무릎을 탁!쳤어여. 진짜 극과극이 너무 심한걸 이제 진심 느끼네요. 아쉽습니다. 쟁반국수 면 직접.../족발은 꼭 여기서 포장해다 먹어요! 막국수가 정말 맛있고 족발도 깔끔하게 맛있어요ㅎㅎ/맛나요/친절해요/막국수 맛있어요/굿/굿/사장님 친절하시고 족발도 맛있어요./맛있어요/00
돈앤밥스,양식,돈가스전문점,서양식 음식점업,괴안동,37.4745096386535,126.80336468946,양식돈가스전문점서양식 음식점업,괴안동%20돈앤밥스,https://m.place.naver.com/restaurant/1668396166,경기 부천시 은성로 113-1,4.45,/돈가스랑 새우튀김 맛잇어요/테이블이 끈적끈적한거 빼고 좋아요/새우튀김 맛잇어요/돈가스 존맛탱/돈가스 맛잇어요!/양도많고 맛있넹ㆍ/굿/그럭저럭 괜찮네요/맛있어요!/굿
윤피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동,37.4768506939119,126.807657506866,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동%20윤피자,https://m.place.naver.com/restaurant/586335983,경기 부천시 범안로 60 104호,4.51,/소사홧팅 4가지맛 골고루 있어서 맛있었습니다. 아이들이 불고기맛 좋아하네요./걍걍../좋아요/씨앗호떡 서비스까지 너무감사합니다/소사불패 항상 맛있습니다./괜찮아요/맛있어요!! 또시킬랭/존맛/좋아요/좋아요
커피에반하다,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,괴안동,37.480460866444,126.80557629261,커피점/카페커피전문점/카페/다방비알콜 음료점업,괴안동%20커피에반하다,https://m.place.naver.com/restaurant/1284146316,경기 부천시 범안로 10 109호,4.29,/시끄러워요/굿/굿/좋아요/이어폰 꼽고 있다가 메뉴 주문도 제대로 안받고 불친절해요 주문이 잘못되서 말했더니 얘기 안했다고 따짐/굿/카피가맛있어요/굿
한마당식당,한식,한식/백반/한정식,한식 음식점업,괴안동,37.4793493105138,126.804361606118,한식한식/백반/한정식한식 음식점업,괴안동%20한마당식당,https://m.place.naver.com/restaurant/1137693195,경기 부천시 범안로8번길 19,4.73,/맛나백반집/좋아요/오천원백반굳/백반오천원/좋아요/백반맛집/가성비 완전 좋음/단골/가성비좋아요/백반맛집
영구스피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동,37.4768998449134,126.808063737474,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",괴안동%20영구스피자,https://m.place.naver.com/restaurant/38345043,경기 부천시 범안로 55 홈타운프라자 104호 영구스피자,4.4,"/맛있어요/피자 굿/영구스피자 굿/굿/가성비 좋고 , 맛도 괜찮네요 ~/좋아요/맛있어요^^/고구마가 징짜 맛잇네여/맛있어요"
바지락손칼국수,분식,라면김밥분식,분식 및 김밥 전문점,괴안동,37.4780752288297,126.807570213546,분식라면김밥분식분식 및 김밥 전문점,괴안동%20바지락손칼국수,https://m.place.naver.com/restaurant/37592268,경기 부천시 소사동로 119,4.2,/새악 팥죽 맛있게 먹었어요/바지락신선도가별로인지 국물이 별로ㅠ 팥 칼국수는 맛있어요/바지락 장난아니게 많아요 강추/맛나요/맛있는데 바지락의 양은 줄어든것 같아요~/굿/1년에 2~3번 정도 가는데 최근 평들이나 블로그 후기가 안 좋아서 고민하다가 갔는데 전 맛있어요/잘먹었습니다/좋아요/굳
신정상회,한식,한식/백반/한정식,한식 음식점업,괴안동,37.4828031084757,126.809100636418,한식한식/백반/한정식한식 음식점업,괴안동%20신정상회,https://m.place.naver.com/restaurant/1089637756,경기 부천시 소삼로 11,4.22,/굿/ㅅ/친절해요/좋아요/좋아요/좋아요/좋아요/좋아요/친절하십니다^^/TV에도 나온 집이라해서 사봤어요.. 가격 맛 맘에 들어요
네네치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,괴안동,37.4742071404344,126.804635724932,닭/오리요리후라이드/양념치킨치킨 전문점,괴안동%20네네치킨,https://m.place.naver.com/restaurant/11779297,경기 부천시 소사동로 93,4.39,/./맛나요!/네네치킨은 파닭이 진리인데 아이랑 같이 먹으려고 후라이드로 주문했어요. 염지가 쎄지않아 네살 아이 잘먹었습니다. 다만 크리스피라 먹을때 부스러 기 우스스 떨어진다는점 !! 그치만 또 이런맛으로 먹는거죠🤍 치킨무도 많이 시큼하지 않고 먹기 좋았습니다. 깐도리 아이스크림 서비스 ㅋㅋ 감사해용/굿 맛있어요~ 덜짭짤해서 애들간식으로 딱 아이스크림도 주시고 할인쿠폰 3천원쓰고 넘 쪼아요/좋아요/굿/굿/좋아요/아이들 간식으로 덜짜고 맛나요/좋아요
맛나,분식,라면김밥분식,분식 및 김밥 전문점,괴안동,37.4806208311215,126.8044657156,분식라면김밥분식분식 및 김밥 전문점,괴안동%20맛나,https://m.place.naver.com/restaurant/18914227,경기 부천시 경인옛로108번길 15,3.93,
